DN;area_km2
3;56.2725
3;0.9377
3;0.9377
3;1.8753
3;3.7507
3;0.9377
3;0.9377
3;1.8753
3;1.8753
3;0.9377
3;0.9377
3;1.8753
3;0.9377
3;1.8753
3;1.8753
3;1.8753
3;0.9376
3;0.9376
3;3.7505
3;0.9376
3;0.9376
3;0.9376
3;0.9376
3;0.9376
3;1.8752
3;0.9376
3;0.9376
3;0.9376
3;3.7506
3;10.3136
3;3.7505
3;9.3756
3;2.8127
3;1.8752
3;60.9649
3;0.9376
3;1.8751
3;12.1888
3;1.8751
3;0.9376
3;0.9376
3;1.8751
3;0.9376
3;3.7501
3;0.9376
3;0.9376
3;0.9376
3;0.9375
3;1.875
3;1.875
3;5.6246
3;2.8124
3;2.8124
3;0.9375
3;1.875
3;1.875
3;0.9375
3;1.875
3;0.9375
3;0.9375
3;0.9375
3;4.6871
3;15.9386
3;0.9375
3;59.0783
3;0.9375
3;0.9375
3;0.9375
3;0.9375
3;0.9375
3;0.9374
3;0.9374
3;0.9374
3;1.8748
3;78.7527
3;0.9374
3;0.9374
3;1.8748
3;0.9374
3;0.9374
3;3.7495
3;0.9374
3;4.6871
3;0.9374
3;4.6869
3;0.9374
3;0.9374
3;2.8123
3;0.9374
3;0.9374
3;0.9374
3;0.9374
3;1.8747
3;0.9374
3;1.8747
3;0.9374
3;1.8747
3;0.9374
3;0.9374
3;0.9374
3;1.8747
3;1.8747
3;1.8747
3;3.7491
3;1.8746
3;0.9373
3;1.8746
3;0.9373
3;0.9373
3;0.9373
3;0.9373
3;0.9373
3;1.8746
3;1.8746
3;0.9373
3;0.9373
3;0.9373
3;0.9373
3;2.8118
3;1.8745
3;0.9373
3;1.8745
3;0.9373
3;0.9373
3;0.9373
3;0.9373
3;0.9373
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;1.8744
3;19.683
3;6.5607
3;13.1214
3;8.4338
3;15.9325
3;3.7488
3;0.9372
3;1.8743
3;0.9372
3;0.9372
3;1.8743
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;0.9372
3;5.623
3;0.9371
3;0.9371
3;1.8742
3;5.6222
3;1.8742
3;0.9371
3;0.9371
3;0.9371
3;1.8742
3;0.9371
3;2.8111
3;0.9371
3;0.9371
3;0.9371
3;0.9371
3;0.9371
3;3.7482
3;2.8112
3;0.9371
3;1.8741
3;0.9371
3;0.9371
3;1.8741
3;1.8741
3;0.9371
3;1.8741
3;8.4328
3;2.811
3;0.937
3;0.937
3;3.7481
3;0.937
3;1.874
3;0.937
3;11.2436
3;0.937
3;0.937
3;6.5582
3;0.937
3;1.874
3;0.937
3;0.937
3;0.937
3;0.937
3;0.937
3;3.7479
3;0.937
3;0.937
3;0.937
3;0.937
3;0.937
3;0.937
3;1.8739
3;0.937
3;0.9369
3;3.7475
3;0.9369
3;0.9369
3;1.8738
3;0.9369
3;0.9369
3;0.9369
3;0.9369
3;6.5581
3;3.7475
3;0.9369
3;1.8737
3;0.9369
3;0.9369
3;0.9369
3;0.9369
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;0.9368
3;4.6841
3;1.8736
3;2.8102
3;14.0512
3;7.4939
3;3.747
3;0.9367
3;0.9367
3;2.8101
3;6.5571
3;0.9367
3;0.9367
3;0.9367
3;0.9367
3;1.8734
3;3.747
3;0.9367
3;1.8734
3;18.7362
3;1.8733
3;0.9367
3;1.8733
3;0.9367
3;3.7467
3;0.9367
3;0.9367
3;64.6407
3;2.8101
3;0.9367
3;0.9367
3;1.8733
3;0.9367
3;1.8734
3;0.9367
3;0.9367
3;0.9367
3;3.7465
3;7.4928
3;0.9366
3;1.8733
3;0.9366
3;13.1124
3;0.9366
3;0.9366
3;0.9366
3;0.9366
3;0.9366
3;1.8732
3;0.9366
3;1.8733
3;0.9366
3;0.9366
3;0.9366
3;0.9366
3;5.6192
3;0.9366
3;5.6197
3;0.9366
3;0.9366
3;0.9366
3;0.9366
3;0.9366
3;1.8731
3;0.9366
3;0.9366
3;0.9366
3;10.3035
3;0.9366
3;6.5558
3;0.9365
3;7.4927
3;0.9365
3;0.9365
3;1.873
3;1.8731
3;0.9365
3;1.873
3;0.9365
3;0.9365
3;0.9365
3;0.9365
3;1.873
3;4.6823
3;0.9365
3;0.9365
3;0.9365
3;2.8094
3;4.6825
3;1.8729
3;1.8729
3;2.8092
3;1.8728
3;0.9364
3;0.9364
3;0.9364
3;1.8729
3;1.8728
3;0.9364
3;0.9364
3;0.9364
3;0.9364
3;1.8729
3;5.6186
3;2.8092
3;0.9364
3;0.9364
3;0.9364
3;0.9364
3;1.8728
3;0.9364
3;0.9364
3;0.9364
3;14.9828
3;16.8571
3;2.8091
3;3.7455
3;16.8542
3;1.8727
3;4.6818
3;2.8091
3;4.6816
3;10.2994
3;0.9363
3;0.9363
3;1.8726
3;0.9363
3;1.8727
3;3.7454
3;1.8726
3;0.9363
3;0.9363
3;0.9363
3;0.9363
3;1.8726
3;0.9363
3;0.9363
3;0.9363
3;0.9363
3;0.9363
3;0.9363
3;0.9363
3;1.8726
3;1.8727
3;0.9363
3;6.5539
3;2.8087
3;0.9363
3;0.9363
3;0.9363
3;0.9363
3;1.8726
3;0.9363
3;0.9363
3;0.9363
3;1.8725
3;0.9363
3;0.9363
3;0.9363
3;1.8725
3;21.5359
3;0.9362
3;0.9362
3;2.8088
3;0.9362
3;2.8087
3;1.8725
3;4.6812
3;0.9362
3;0.9362
3;0.9362
3;5.6172
3;0.9362
3;0.9362
3;3.7447
3;19.6612
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;2.8085
3;3.7448
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;0.9362
3;4.681
3;1.8724
3;3.7446
3;0.9362
3;2.8085
3;0.9362
3;1.8723
3;0.9361
3;0.9361
3;3.7443
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;1.8722
3;0.9361
3;0.9361
3;0.9361
3;36.5188
3;11.2328
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;2.8083
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;4.6809
3;2.8082
3;0.9361
3;0.9361
3;1.8721
3;1.8722
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;0.9361
3;1.8722
3;0.9361
3;0.9361
3;0.9361
3;1.8722
3;0.9361
3;0.936
3;0.936
3;0.936
3;0.936
3;2.808
3;0.936
3;1.872
3;0.936
3;0.936
3;1.872
3;0.936
3;0.936
3;1.872
3;12.17
3;7.4883
3;5.6162
3;0.936
3;3.7442
3;0.936
3;0.936
3;0.936
3;1.872
3;0.936
3;0.936
3;0.936
3;0.936
3;1.872
3;0.936
3;0.936
3;0.936
3;0.936
3;0.936
3;0.936
3;0.936
3;5.616
3;31.8299
3;3.7438
3;2.8077
3;5.6155
3;1.8719
3;0.9359
3;0.9359
3;2.8076
3;0.9359
3;0.9359
3;2.8078
3;2.8077
3;0.9359
3;2.8077
3;0.9359
3;5.6152
3;0.9359
3;1.8719
3;0.9359
3;0.9359
3;0.9359
3;0.9359
3;2.8075
3;2.8076
3;1.8717
3;0.9359
3;1.8717
3;0.9359
3;0.9359
3;0.9359
3;0.9359
3;1.8717
3;6.5508
3;0.9359
3;0.9359
3;0.9359
3;49.6013
3;1.8717
3;2.8076
3;1.8717
3;0.9359
3;0.9358
3;9.3583
3;7.4865
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;3.7432
3;0.9358
3;3.7432
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;1.8715
3;0.9358
3;1.8715
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;0.9358
3;0.9357
3;0.9357
3;0.9357
3;12.1664
3;4.6787
3;0.9357
3;0.9357
3;2.807
3;0.9357
3;0.9357
3;1.8714
3;1.8714
3;1.8714
3;0.9357
3;2.8071
3;0.9357
3;0.9357
3;0.9357
3;4.6783
3;2.807
3;0.9357
3;0.9357
3;0.9357
3;0.9357
3;1.8713
3;0.9357
3;0.9357
3;0.9357
3;1.8713
3;0.9357
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;1.8712
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;1.8712
3;0.9356
3;0.9356
3;1.8711
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;0.9356
3;1.8711
3;0.9356
3;0.9356
3;0.9356
3;3.7423
3;15.9054
3;1.8711
3;2.8064
3;0.9355
3;0.9355
3;0.9355
3;1.871
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;1.871
3;0.9355
3;1.871
3;1.871
3;0.9355
3;0.9355
3;2.8063
3;0.9355
3;0.9355
3;0.9355
3;8.4186
3;3.7418
3;0.9355
3;0.9355
3;1.8709
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;0.9355
3;2.8061
3;0.9354
3;0.9354
3;0.9354
3;0.9354
3;0.9354
3;0.9354
3;0.9354
3;2.8062
3;0.9354
3;0.9354
3;1.8708
3;0.9354
3;1.8708
3;0.9354
3;1.8707
3;66.434
3;0.9354
3;2.8059
3;0.9354
3;2.8061
3;0.9354
3;0.9354
3;0.9354
3;1.8707
3;3.7412
3;0.9354
3;3.7413
3;0.9354
3;1.8707
3;0.9354
3;0.9354
3;0.9354
3;1.8707
3;0.9354
3;1.8707
3;0.9353
3;0.9353
3;9.3531
3;2.806
3;0.9353
3;0.9353
3;1.8706
3;4.6767
3;0.9353
3;3.741
3;2.8059
3;5.6121
3;1.8706
3;0.9353
3;0.9353
3;0.9353
3;3.7411
3;0.9353
3;1.8705
3;4.6762
3;0.9353
3;1.8705
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;3.7408
3;0.9353
3;0.9353
3;1.8705
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;0.9353
3;1.8705
3;0.9352
3;3.7408
3;0.9352
3;3.7408
3;0.9352
3;0.9352
3;2.8056
3;0.9352
3;0.9352
3;2.8057
3;2.8056
3;0.9352
3;0.9352
3;0.9352
3;0.9352
3;0.9352
3;0.9352
3;0.9352
3;1.8704
3;1.8704
3;3.741
3;1.8703
3;1.8703
3;1.8703
3;1.8703
3;0.9351
3;0.9351
3;5.6113
3;0.9351
3;0.9351
3;0.9351
3;5.6111
3;12.1558
3;1.8702
3;1.8702
3;4.6754
3;0.9351
3;22.4446
3;0.9351
3;0.9351
3;0.9351
3;0.9351
3;0.9351
3;2.8052
3;0.9351
3;0.9351
3;0.9351
3;0.9351
3;1.8701
3;4.6754
3;0.9351
3;0.9351
3;0.9351
3;0.9351
3;0.9351
3;0.935
3;0.935
3;0.935
3;1.87
3;0.935
3;0.935
3;0.935
3;1.87
3;0.935
3;1.87
3;0.935
3;0.935
3;3.7403
3;1.8701
3;1.87
3;1.8701
3;0.935
3;0.935
3;0.935
3;4.675
3;0.935
3;0.935
3;0.935
3;10.2844
3;0.935
3;0.935
3;0.935
3;1.87
3;0.935
3;0.935
3;0.935
3;1.8699
3;0.935
3;0.935
3;0.935
3;0.935
3;0.935
3;0.935
3;9.3496
3;0.935
3;0.935
3;5.6102
3;0.935
3;0.9349
3;1.8699
3;3.7398
3;9.3484
3;1.8698
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;1.8699
3;1.8699
3;0.9349
3;1.8698
3;1.8698
3;1.8699
3;5.6092
3;1.8697
3;0.9349
3;0.9349
3;0.9349
3;4.6746
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;2.8046
3;0.9349
3;5.6087
3;0.9349
3;2.8046
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;0.9349
3;2.8046
3;3.7395
3;1.8697
3;1.8696
3;2.8045
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;3.7392
3;0.9348
3;1.8696
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;2.8045
3;0.9348
3;1.8697
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;0.9348
3;1.8696
3;2.8043
3;0.9348
3;0.9348
3;2.8043
3;0.9348
3;0.9348
3;27.1126
3;0.9347
3;0.9347
3;0.9347
3;0.9347
3;0.9347
3;0.9347
3;0.9347
3;1.8695
3;0.9347
3;0.9347
3;0.9347
3;0.9347
3;1.8695
3;0.9347
3;0.9347
3;13.087
3;3.7388
3;10.2814
3;8.4127
3;0.9347
3;1.8694
3;0.9347
3;0.9347
3;1.8693
3;2.804
3;0.9347
3;0.9347
3;3.7386
3;0.9347
3;0.9347
3;1.8693
3;1.8694
3;0.9347
3;0.9347
3;0.9347
3;0.9347
3;2.804
3;0.9346
3;0.9346
3;2.8039
3;1.8692
3;2.8039
3;0.9346
3;0.9346
3;0.9346
3;1.8693
3;2.8039
3;5.6076
3;0.9346
3;0.9346
3;1.8692
3;0.9346
3;0.9346
3;0.9346
3;1.8692
3;0.9346
3;0.9346
3;0.9346
3;3.7381
3;1.8692
3;0.9346
3;0.9346
3;0.9346
3;0.9346
3;0.9346
3;0.9346
3;2.8036
3;0.9346
3;0.9346
3;0.9346
3;0.9346
3;1.8692
3;2.8037
3;0.9345
3;0.9345
3;7.4755
3;0.9345
3;0.9345
3;1.869
3;0.9345
3;1.869
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;3.7379
3;2.8034
3;0.9345
3;1.869
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;2.8034
3;5.6067
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;9.345
3;1.8689
3;0.9345
3;2.8034
3;0.9345
3;0.9345
3;0.9345
3;1.8689
3;0.9345
3;0.9345
3;0.9345
3;0.9345
3;0.9344
3;1.8688
3;18.6909
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;6.5413
3;0.9344
3;0.9344
3;17.7572
3;2.8032
3;1.8687
3;0.9344
3;2.8031
3;0.9344
3;1.8687
3;4.672
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;0.9344
3;3.7375
3;0.9344
3;0.9344
3;1.8687
3;7.4756
3;0.9343
3;9.3441
3;0.9343
3;2.8029
3;0.9343
3;4.6716
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;1.8686
3;0.9343
3;1.8686
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;6.5405
3;2.8029
3;57.942
3;4.6717
3;5.6056
3;4.6716
3;4.6712
3;2.8029
3;2.8029
3;2.8027
3;0.9343
3;1.8685
3;1.8685
3;0.9343
3;1.8685
3;0.9343
3;1.8685
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;0.9343
3;0.9342
3;0.9342
3;2.8026
3;0.9342
3;5.6056
3;3.7369
3;0.9342
3;1.8684
3;0.9342
3;0.9342
3;0.9342
3;3.7368
3;0.9342
3;0.9342
3;27.0959
3;9.3412
3;0.9342
3;0.9342
3;0.9342
3;0.9342
3;0.9342
3;0.9342
3;0.9342
3;2.8024
3;0.9342
3;4.6708
3;0.9342
3;0.9342
3;0.9342
3;0.9342
3;0.9342
3;7.4735
3;0.9341
3;1.8682
3;6.5387
3;0.9341
3;5.605
3;0.9341
3;0.9341
3;1.8682
3;0.9341
3;3.7362
3;18.6819
3;0.9341
3;1.8682
3;0.9341
3;0.9341
3;0.9341
3;24.2879
3;0.9341
3;1.8681
3;1.8681
3;0.9341
3;0.9341
3;1.8681
3;2.8021
3;0.9341
3;0.9341
3;2.8021
3;0.9341
3;2.8021
3;0.9341
3;1.8681
3;1.8681
3;0.934
3;0.934
3;0.934
3;1.8679
3;1.868
3;1.8679
3;0.934
3;2.8019
3;7.472
3;0.934
3;0.934
3;0.934
3;0.934
3;3.7358
3;0.934
3;0.934
3;0.9339
3;0.9339
3;0.9339
3;1.8679
3;0.9339
3;1.8678
3;0.9339
3;0.9339
3;0.9339
3;1.8678
3;0.9339
3;0.9339
3;1.8678
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;0.9339
3;1.8678
3;0.9339
3;0.9339
3;1.8678
3;0.9339
3;12.1414
3;5.6033
3;7.4704
3;24.2827
3;7.4714
3;3.7354
3;4.6693
3;2.8015
3;1.8676
3;0.9338
3;2.8016
3;0.9338
3;0.9338
3;0.9338
3;3.7353
3;5.6031
3;3.7354
3;0.9338
3;0.9338
3;0.9338
3;0.9338
3;2.8014
3;0.9338
3;1.8676
3;1.8676
3;0.9338
3;4.6688
3;0.9338
3;0.9338
3;1.8675
3;0.9338
3;0.9338
3;12.1395
3;5.6024
3;0.9338
3;0.9338
3;0.9338
3;0.9338
3;1.8676
3;0.9338
3;0.9337
3;32.689
3;0.9337
3;0.9337
3;1.8674
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;11.2055
3;0.9337
3;1.8675
3;0.9337
3;9.3387
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;6.5361
3;0.9337
3;2.801
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;0.9337
3;2.801
3;0.9337
3;7.4694
3;1.8672
3;4.668
3;0.9336
3;4.6682
3;0.9336
3;0.9336
3;2.801
3;0.9336
3;0.9336
3;2.8008
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;3.7345
3;1.8672
3;21.4737
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;1.8672
3;2.8008
3;0.9336
3;0.9336
3;0.9336
3;0.9336
3;1.8671
3;0.9336
3;0.9335
3;0.9335
3;0.9335
3;5.6012
3;3.734
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;1.867
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;0.9335
3;1.867
3;0.9335
3;0.9335
3;0.9335
3;20.5405
3;16.8022
3;6.5346
3;6.5339
3;2.8004
3;55.0785
3;1.8668
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;1.8668
3;0.9334
3;1.8668
3;4.6671
3;0.9334
3;0.9334
3;1.8667
3;3.7334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9334
3;0.9333
3;1.8666
3;0.9333
3;1.8666
3;2.7998
3;0.9333
3;0.9333
3;0.9333
3;0.9333
3;0.9333
3;1.8666
3;0.9333
3;15.8661
3;2.7999
3;0.9333
3;0.9333
3;0.9333
3;0.9333
3;0.9333
3;3.733
3;0.9333
3;0.9333
3;0.9333
3;0.9333
3;1.8665
3;0.9332
3;0.9332
3;3.733
3;2.7996
3;1.8664
3;0.9332
3;0.9332
3;0.9332
3;1.8664
3;12.1331
3;2.7994
3;0.9332
3;0.9332
3;1.8663
3;0.9332
3;1.8663
3;0.9332
3;0.9332
3;0.9332
3;0.9332
3;0.9332
3;0.9332
3;7.4652
3;0.9332
3;0.9332
3;0.9331
3;0.9331
3;2.7993
3;0.9331
3;0.9331
3;0.9331
3;2.7993
3;0.9331
3;0.9331
3;13.9977
3;3.7321
3;4.6652
3;0.933
3;0.933
3;2.7989
3;0.933
3;11.1959
3;0.933
3;1.866
3;2.7991
3;7.4633
3;0.9329
3;1.8659
3;0.9329
3;0.9329
3;1.8658
3;0.9329
3;13.9949
3;0.9329
3;1.8659
3;0.9329
3;0.9329
3;0.9329
3;2.7986
3;0.9329
3;0.9329
3;0.9329
3;0.9329
3;0.9329
3;0.9329
3;2.7986
3;7.4634
3;0.9329
3;2.7987
3;10.2605
3;0.9328
3;0.9328
3;0.9328
3;0.9328
3;0.9328
3;0.9328
3;0.9328
3;1.8656
3;0.9328
3;2.7985
3;4.6641
3;1.8657
3;16.7898
3;5.5965
3;0.9328
3;0.9328
3;0.9328
3;0.9328
3;1.8655
3;4.6638
3;0.9328
3;0.9327
3;0.9327
3;0.9327
3;8.3943
3;0.9327
3;0.9327
3;0.9327
3;2.7981
3;1.8654
3;3.7306
3;0.9327
3;0.9327
3;0.9327
3;1.8653
3;0.9327
3;0.9327
3;0.9327
3;0.9327
3;0.9327
3;4.6633
3;2.7979
3;4.6633
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;13.0571
3;5.596
3;2.7978
3;11.1904
3;0.9326
3;0.9326
3;0.9326
3;2.7976
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;0.9326
3;2.7976
3;1.865
3;1.865
3;0.9325
3;0.9325
3;0.9325
3;1.865
3;0.9325
3;0.9325
3;0.9325
3;0.9325
3;1.865
3;0.9325
3;2.7975
3;2.7975
3;2.7974
3;0.9325
3;2.7974
3;0.9325
3;1.8649
3;0.9325
3;0.9325
3;1.8649
3;19.5842
3;14.9184
3;0.9324
3;0.9324
3;0.9324
3;2.7971
3;0.9324
3;0.9324
3;0.9324
3;0.9324
3;1.8648
3;0.9324
3;2.7972
3;0.9324
3;0.9324
3;0.9324
3;0.9324
3;0.9324
3;1.8647
3;0.9324
3;0.9324
3;0.9324
3;0.9324
3;2.7971
3;0.9324
3;0.9324
3;0.9324
3;0.9324
3;2.7971
3;0.9324
3;0.9323
3;9.3235
3;0.9323
3;2.797
3;0.9323
3;0.9323
3;0.9323
3;1.8646
3;0.9323
3;1.8646
3;1.8646
3;0.9323
3;1.8646
3;2.7967
3;1.8645
3;0.9323
3;0.9323
3;0.9323
3;0.9323
3;0.9323
3;1.8644
3;0.9322
3;0.9322
3;0.9322
3;1.8644
3;0.9322
3;3.729
3;0.9322
3;0.9322
3;1.8644
3;1.8644
3;7.4572
3;0.9322
3;0.9322
3;0.9322
3;0.9322
3;0.9322
3;0.9322
3;0.9322
3;0.9322
3;2.7963
3;0.9321
3;0.9321
3;1.8642
3;28.9003
3;2.7963
3;0.9321
3;0.9321
3;1.8642
3;0.9321
3;0.9321
3;2.7961
3;0.9321
3;0.9321
3;0.9321
3;0.9321
3;0.932
3;0.932
3;2.796
3;0.932
3;1.864
3;0.932
3;0.932
3;3.7281
3;0.932
3;1.8641
3;1.8639
3;0.932
3;0.932
3;1.8639
3;5.5921
3;0.932
3;0.932
3;0.932
3;0.932
3;0.932
3;4.6597
3;1.864
3;0.932
3;10.2523
3;0.932
3;0.9319
3;1.8638
3;0.9319
3;0.9319
3;0.9319
3;0.9319
3;6.5236
3;0.9319
3;0.9319
3;1.8638
3;0.9319
3;1.8637
3;0.9319
3;0.9319
3;8.3867
3;1.8638
3;4.6595
3;0.9318
3;0.9318
3;0.9318
3;0.9318
3;5.5911
3;0.9318
3;0.9318
3;0.9318
3;3.7273
3;2.7954
3;0.9318
3;1.8635
3;62.4398
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;1.8634
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;0.9317
3;2.7949
3;0.9317
3;0.9317
3;1.8633
3;1.8633
3;17.7013
3;0.9317
3;0.9317
3;0.9317
3;1.8633
3;0.9317
3;0.9317
3;1.8632
3;3.7265
3;0.9316
3;5.5897
3;1.8632
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;5.5891
3;2.7946
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;0.9316
3;9.3145
3;0.9315
3;0.9315
3;3.7257
3;3.7259
3;3.7258
3;2.7943
3;0.9315
3;0.9314
3;0.9314
3;0.9314
3;2.7941
3;0.9314
3;15.8346
3;0.9314
3;0.9313
3;16.7679
3;0.9313
3;13.9721
3;22.3537
3;11.1743
3;0.9313
3;0.9313
3;8.3813
3;12.1073
3;1.8626
3;0.9313
3;1.8625
3;2.7938
3;1.8625
3;0.9313
3;0.9313
3;2.7937
3;1.8624
3;10.2432
3;0.9312
3;0.9312
3;0.9312
3;1.8625
3;0.9312
3;0.9312
3;0.9312
3;0.9312
3;0.9312
3;0.9312
3;0.9312
3;0.9311
3;0.9311
3;1.8623
3;1.8623
3;0.9311
3;8.3802
3;1.8623
3;0.9311
3;0.9311
3;0.9311
3;4.6559
3;1.8622
3;0.9311
3;0.9311
3;20.4847
3;36.3161
3;2.7931
3;3.7242
3;1.8621
3;0.9311
3;0.9311
3;0.9311
3;4.6555
3;11.172
3;9.31
3;0.931
3;16.7595
3;0.931
3;0.931
3;1.8621
3;0.931
3;0.931
3;1.8621
3;4.6553
3;0.931
3;0.931
3;0.931
3;0.931
3;2.7929
3;3.7239
3;0.931
3;0.9309
3;0.9309
3;0.9309
3;11.172
3;0.9309
3;0.9309
3;0.9309
3;0.9309
3;0.9309
3;7.447
3;2.7927
3;1.8618
3;0.9309
3;0.9309
3;4.6543
3;0.9309
3;1.8617
3;2.7926
3;0.9309
3;9.3088
3;0.9309
3;0.9309
3;0.9308
3;0.9308
3;0.9308
3;13.0326
3;19.5466
3;0.9308
3;0.9308
3;0.9308
3;1.8616
3;4.6543
3;0.9308
3;0.9308
3;1.8616
3;0.9308
3;0.9308
3;0.9308
3;0.9308
3;2.7921
3;0.9308
3;0.9308
3;0.9308
3;2.7922
3;0.9307
3;18.6129
3;0.9307
3;1.8614
3;3.7229
3;36.3055
3;1.8614
3;1.8614
3;0.9307
3;3.7228
3;0.9307
3;9.3063
3;6.5146
3;0.9307
3;0.9307
3;0.9307
3;0.9307
3;0.9307
3;3.7226
3;0.9306
3;0.9306
3;0.9306
3;5.5837
3;0.9306
3;0.9306
3;0.9306
3;0.9306
3;0.9306
3;0.9306
3;0.9306
3;2.7917
3;0.9305
3;1.8611
3;0.9305
3;0.9305
3;0.9305
3;0.9305
3;0.9305
3;1.8611
3;1.8611
3;0.9305
3;0.9305
3;0.9305
3;0.9305
3;0.9305
3;1.861
3;2.7915
3;0.9305
3;0.9305
3;1.861
3;0.9305
3;0.9305
3;1.861
3;0.9305
3;0.9305
3;2.7914
3;0.9304
3;3.7218
3;0.9304
3;0.9304
3;0.9304
3;1.8609
3;19.5389
3;3.7216
3;0.9304
3;0.9304
3;1.8609
3;2.7914
3;2.7911
3;0.9304
3;0.9304
3;3.7217
3;2.7911
3;0.9304
3;0.9304
3;0.9304
3;2.7911
3;2.791
3;1.8608
3;0.9304
3;0.9304
3;1.8606
3;3.7213
3;2.791
3;0.9303
3;10.2339
3;0.9303
3;2.7909
3;1.8606
3;0.9303
3;0.9303
3;4.6514
3;0.9303
3;0.9303
3;0.9303
3;0.9303
3;1.8605
3;1.8605
3;1.8605
3;1.8605
3;0.9303
3;0.9303
3;0.9303
3;0.9303
3;0.9302
3;0.9302
3;0.9302
3;1.8604
3;8.3713
3;21.3968
3;0.9302
3;2.7906
3;1.8604
3;0.9302
3;0.9302
3;0.9302
3;0.9302
3;0.9302
3;1.8603
3;0.9302
3;0.9302
3;0.9302
3;0.9302
3;0.9302
3;0.9302
3;2.7904
3;0.9302
3;1.8603
3;1.8603
3;5.5807
3;1.8602
3;2.7903
