DN;area_km2
3;0.9426
3;0.9426
3;1.8852
3;0.9426
3;0.9426
3;2.8277
3;0.9425
3;3.7702
3;1.885
3;0.9425
3;0.9425
3;1.885
3;6.598
3;0.9425
3;2.8276
3;0.9425
3;0.9425
3;5.6552
3;0.9425
3;0.9425
3;0.9425
3;0.9425
3;0.9425
3;0.9424
3;1.8849
3;0.9424
3;0.9424
3;0.9424
3;1.8848
3;0.9424
3;0.9424
3;0.9424
3;0.9424
3;1.8848
3;0.9424
3;0.9424
3;0.9424
3;1.8848
3;0.9424
3;0.9424
3;0.9424
3;0.9424
3;22.62
3;6.5969
3;4.7118
3;12.2523
3;1.8847
3;4.7116
3;8.4813
3;1.8846
3;1.8847
3;0.9423
3;3.7695
3;0.9423
3;5.6537
3;0.9423
3;2.8269
3;0.9423
3;0.9423
3;1.8846
3;0.9423
3;3.7692
3;0.9423
3;9.4233
3;0.9423
3;0.9423
3;4.7113
3;3.7693
3;0.9423
3;0.9423
3;0.9423
3;3.7687
3;2.8267
3;0.9423
3;0.9423
3;0.9423
3;1.8845
3;3.7688
3;0.9423
3;0.9423
3;0.9422
3;2.8265
3;1.8844
3;0.9422
3;2.8267
3;1.8844
3;1.8844
3;0.9422
3;1.8844
3;0.9422
3;0.9422
3;14.1323
3;2.8265
3;0.9422
3;0.9422
3;1.8843
3;0.9422
3;0.9422
3;0.9422
3;2.8264
3;2.8264
3;0.9422
3;0.9422
3;2.8264
3;0.9422
3;0.9421
3;10.3642
3;1.8842
3;4.7108
3;0.9421
3;0.9421
3;0.9421
3;3.7682
3;0.9421
3;0.9421
3;1.8842
3;0.9421
3;0.9421
3;0.9421
3;1.8842
3;0.9421
3;0.9421
3;2.8261
3;1.8841
3;1.8841
3;1.8841
3;0.9421
3;0.9421
3;0.9421
3;0.9421
3;0.9421
3;0.9421
3;0.942
3;1.884
3;0.942
3;0.942
3;0.942
3;0.942
3;0.942
3;1.884
3;45.2307
3;3.768
3;4.7096
3;2.826
3;6.594
3;3.7678
3;5.6515
3;0.942
3;0.942
3;0.942
3;1.8839
3;0.942
3;3.7678
3;1.8839
3;0.942
3;1.8839
3;2.8258
3;0.942
3;0.942
3;0.942
3;0.942
3;0.942
3;1.8839
3;0.942
3;0.942
3;3.7679
3;0.942
3;1.8838
3;0.9419
3;0.9419
3;1.8838
3;1.8838
3;1.8838
3;0.9419
3;0.9419
3;0.9419
3;0.9419
3;0.9419
3;4.7093
3;2.8256
3;0.9419
3;0.9419
3;0.9419
3;4.7093
3;1.8837
3;0.9419
3;0.9419
3;3.7675
3;6.5927
3;1.8837
3;0.9419
3;1.8837
3;0.9418
3;0.9418
3;0.9418
3;0.9418
3;0.9418
3;0.9418
3;5.6504
3;2.8253
3;1.8836
3;1.8836
3;1.8836
3;1.8835
3;0.9418
3;5.6504
3;2.8252
3;1.8835
3;6.5921
3;1.8835
3;2.8252
3;0.9418
3;0.9418
3;6.5925
3;0.9418
3;1.8835
3;0.9418
3;1.8835
3;2.8253
3;0.9418
3;0.9418
3;0.9417
3;3.7669
3;1.8834
3;0.9417
3;7.5337
3;3.7669
3;0.9417
3;0.9417
3;1.8834
3;0.9417
3;0.9417
3;0.9417
3;4.7086
3;1.8833
3;0.9417
3;1.8833
3;0.9417
3;0.9417
3;0.9417
3;0.9417
3;0.9417
3;2.825
3;1.8833
3;2.8248
3;0.9416
3;0.9416
3;0.9416
3;0.9416
3;1.8832
3;0.9416
3;7.5327
3;3.7663
3;5.6494
3;5.6492
3;24.4815
3;0.9416
3;0.9416
3;0.9416
3;1.8831
3;0.9416
3;0.9416
3;1.8831
3;15.0663
3;0.9416
3;1.8831
3;0.9416
3;8.4741
3;0.9415
3;0.9415
3;0.9415
3;13.1794
3;16.0072
3;1.883
3;0.9415
3;1.883
3;1.883
3;0.9415
3;0.9415
3;0.9415
3;0.9415
3;0.9415
3;0.9415
3;0.9415
3;3.766
3;1.8829
3;0.9415
3;0.9415
3;0.9415
3;0.9414
3;0.9414
3;3.7658
3;0.9414
3;2.8242
3;0.9414
3;0.9414
3;0.9414
3;0.9414
3;0.9414
3;0.9414
3;8.4721
3;1.8827
3;0.9414
3;0.9414
3;1.8827
3;0.9413
3;0.9413
3;1.8826
3;0.9413
3;0.9413
3;1.8826
3;0.9413
3;6.5891
3;0.9413
3;0.9413
3;0.9413
3;1.8825
3;0.9413
3;0.9413
3;2.8237
3;19.7681
3;0.9413
3;0.9413
3;0.9413
3;4.7066
3;0.9412
3;0.9412
3;1.8824
3;0.9412
3;1.8824
3;6.5885
3;4.7059
3;41.4112
3;2.8236
3;1.8824
3;1.8824
3;5.647
3;0.9412
3;0.9412
3;1.8823
3;0.9412
3;0.9412
3;2.8234
3;0.9412
3;0.9412
3;0.9412
3;0.9412
3;0.9411
3;3.7645
3;1.8822
3;0.9411
3;0.9411
3;0.9411
3;3.7643
3;0.9411
3;1.8822
3;0.9411
3;0.9411
3;5.6469
3;1.8822
3;0.9411
3;0.9411
3;2.8233
3;0.9411
3;0.9411
3;1.8821
3;0.9411
3;0.9411
3;0.941
3;0.941
3;6.587
3;0.941
3;1.882
3;0.941
3;0.941
3;0.941
3;0.941
3;6.5871
3;0.941
3;2.8228
3;27.293
3;0.941
3;2.823
3;0.941
3;1.882
3;0.941
3;0.941
3;0.9409
3;0.9409
3;0.9409
3;3.7635
3;7.5277
3;0.9409
3;0.9409
3;1.8819
3;1.8819
3;0.9409
3;0.9409
3;0.9409
3;0.9409
3;0.9409
3;0.9409
3;0.9409
3;0.9409
3;4.7044
3;1.8818
3;0.9409
3;0.9408
3;0.9408
3;6.586
3;0.9408
3;0.9408
3;0.9408
3;0.9408
3;17.877
3;55.5196
3;19.7558
3;2.8223
3;5.6443
3;4.7041
3;1.8816
3;2.8223
3;0.9408
3;0.9408
3;0.9408
3;3.763
3;0.9408
3;2.8223
3;3.7628
3;0.9407
3;0.9407
3;8.4664
3;0.9407
3;1.8814
3;9.4079
3;1.8814
3;0.9407
3;0.9407
3;1.8814
3;0.9407
3;2.822
3;0.9407
3;0.9407
3;0.9407
3;0.9407
3;1.8814
3;1.8814
3;0.9406
3;0.9406
3;1.8812
3;3.7624
3;0.9406
3;0.9406
3;0.9406
3;1.8813
3;0.9406
3;0.9406
3;0.9406
3;12.227
3;0.9406
3;5.6431
3;25.4017
3;0.9406
3;0.9406
3;0.9406
3;1.8812
3;0.9406
3;0.9406
3;5.6432
3;2.8217
3;2.8216
3;2.8217
3;0.9406
3;1.8811
3;3.7621
3;0.9405
3;1.8811
3;0.9405
3;0.9405
3;2.8215
3;1.881
3;0.9405
3;0.9405
3;0.9405
3;0.9405
3;1.881
3;0.9405
3;0.9405
3;2.8214
3;0.9405
3;1.8809
3;0.9405
3;0.9405
3;0.9405
3;0.9405
3;0.9405
3;0.9404
3;0.9404
3;0.9404
3;1.8809
3;0.9404
3;0.9404
3;1.8809
3;0.9404
3;0.9404
3;0.9404
3;0.9404
3;31.0406
3;7.5237
3;91.231
3;1.8808
3;2.821
3;0.9404
3;0.9404
3;33.8576
3;0.9404
3;5.6421
3;4.702
3;19.7487
3;6.5828
3;0.9404
3;1.8807
3;0.9404
3;0.9404
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;6.582
3;2.8209
3;0.9403
3;0.9403
3;0.9403
3;1.8806
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;2.8208
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;5.6417
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;0.9403
3;0.9402
3;0.9402
3;3.7608
3;1.8804
3;1.8805
3;9.4026
3;17.8632
3;0.9402
3;25.3872
3;0.9402
3;0.9402
3;0.9402
3;0.9402
3;0.9402
3;0.9402
3;1.8805
3;0.9402
3;0.9402
3;0.9402
3;2.8204
3;1.8804
3;0.9402
3;8.4612
3;0.9402
3;1.8803
3;0.9402
3;1.8804
3;0.9402
3;7.5214
3;0.9401
3;0.9401
3;0.9401
3;0.9401
3;15.9839
3;6.5806
3;1.8803
3;0.9401
3;12.2219
3;1.8803
3;0.9401
3;0.9401
3;0.9401
3;0.9401
3;1.8801
3;2.8202
3;8.4612
3;0.9401
3;2.8202
3;0.9401
3;0.9401
3;3.7603
3;2.8201
3;0.94
3;0.94
3;3.7602
3;0.94
3;0.94
3;0.94
3;0.94
3;0.94
3;0.94
3;18.8021
3;2.8201
3;15.0405
3;9.399
3;3.7601
3;1.88
3;0.94
3;0.94
3;2.8199
3;0.94
3;1.8799
3;0.94
3;6.5796
3;0.94
3;0.94
3;0.94
3;0.94
3;2.82
3;2.82
3;0.94
3;4.6997
3;0.94
3;6.5799
3;0.94
3;0.94
3;0.94
3;0.94
3;2.8198
3;0.9399
3;1.8799
3;2.8197
3;6.5799
3;0.9399
3;2.8199
3;3.7596
3;1.8799
3;6.5797
3;2.8199
3;0.9399
3;0.9399
3;1.8798
3;0.9399
3;4.6992
3;0.9399
3;6.5792
3;6.5795
3;0.9399
3;1.8798
3;0.9399
3;1.8798
3;0.9399
3;4.6995
3;0.9399
3;0.9399
3;0.9399
3;0.9399
3;0.9399
3;0.9399
3;1.8797
3;3.7593
3;0.9398
3;0.9398
3;0.9398
3;0.9398
3;0.9398
3;2.8195
3;0.9398
3;0.9398
3;1.8796
3;0.9398
3;0.9398
3;1.8796
3;0.9398
3;0.9398
3;0.9398
3;0.9398
3;0.9398
3;1.8796
3;1.8795
3;0.9398
3;4.6988
3;1.8795
3;0.9398
3;0.9398
3;0.9398
3;1.8794
3;1.8795
3;5.6383
3;0.9397
3;1.8795
3;0.9397
3;3.7589
3;0.9397
3;1.8795
3;0.9397
3;0.9397
3;9.3978
3;0.9397
3;0.9397
3;0.9397
3;0.9397
3;0.9397
3;15.0357
3;0.9397
3;0.9397
3;0.9397
3;2.819
3;1.8794
3;0.9397
3;0.9397
3;0.9397
3;0.9397
3;0.9397
3;0.9396
3;0.9396
3;0.9396
3;0.9396
3;0.9396
3;0.9396
3;14.0946
3;8.4571
3;3.7585
3;1.8792
3;0.9396
3;36.6482
3;9.3952
3;1.8791
3;0.9396
3;0.9396
3;2.8187
3;0.9396
3;0.9396
3;1.8791
3;0.9396
3;0.9395
3;0.9395
3;1.8791
3;3.7581
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;1.8791
3;0.9395
3;5.6371
3;0.9395
3;0.9395
3;1.879
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;0.9395
3;6.576
3;1.879
3;0.9395
3;0.9395
3;0.9395
3;0.9394
3;1.8789
3;10.3347
3;0.9394
3;0.9394
3;2.8183
3;0.9394
3;3.7576
3;0.9394
3;1.8789
3;0.9394
3;0.9394
3;1.8789
3;2.8182
3;0.9394
3;0.9394
3;0.9394
3;1.8789
3;0.9394
3;0.9394
3;1.8788
3;3.7576
3;0.9394
3;0.9394
3;0.9394
3;0.9394
3;0.9394
3;0.9394
3;2.8182
3;0.9394
3;0.9394
3;0.9394
3;1.8786
3;6.5751
3;3.7573
3;3.7574
3;1.8787
3;1.8787
3;4.6965
3;0.9393
3;0.9393
3;0.9393
3;2.818
3;0.9393
3;0.9393
3;2.818
3;0.9393
3;1.8786
3;1.8786
3;1.8786
3;0.9393
3;0.9393
3;1.8786
3;0.9393
3;0.9393
3;0.9393
3;0.9393
3;0.9393
3;1.8785
3;1.8786
3;0.9393
3;0.9393
3;0.9393
3;0.9393
3;20.6653
3;0.9393
3;1.8785
3;0.9393
3;0.9393
3;0.9393
3;1.8785
3;1.8785
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;3.7567
3;4.6961
3;2.8177
3;2.8177
3;0.9392
3;0.9392
3;0.9392
3;1.8783
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;0.9392
3;2.8176
3;1.8784
3;0.9392
3;0.9392
3;0.9392
3;6.5746
3;0.9392
3;22.5411
3;0.9392
3;0.9391
3;0.9391
3;11.2701
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;4.6955
3;0.9391
3;2.8174
3;2.8174
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;0.9391
3;2.8171
3;5.6349
3;1.8782
3;1.8782
3;6.5732
3;2.8172
3;0.9391
3;0.9391
3;1.878
3;0.939
3;0.939
3;3.7561
3;1.8781
3;2.8169
3;0.939
3;0.939
3;0.939
3;1.8781
3;0.939
3;0.939
3;5.634
3;2.817
3;0.939
3;4.6954
3;1.8781
3;0.939
3;0.939
3;1.8779
3;0.939
3;0.939
3;3.756
3;0.939
3;0.939
3;0.939
3;3.7559
3;0.939
3;0.939
3;0.939
3;1.8779
3;0.939
3;0.939
3;0.9389
3;0.9389
3;0.9389
3;0.9389
3;0.9389
3;0.9389
3;0.9389
3;0.9389
3;0.9389
3;5.6337
3;0.9389
3;18.7808
3;0.9389
3;1.8778
3;0.9389
3;1.8778
3;1.8778
3;0.9389
3;1.8778
3;0.9389
3;0.9389
3;0.9389
3;9.3888
3;3.7555
3;5.6332
3;0.9389
3;0.9389
3;0.9389
3;0.9388
3;0.9388
3;0.9388
3;1.8777
3;0.9388
3;0.9388
3;0.9388
3;0.9388
3;0.9388
3;1.8777
3;0.9388
3;0.9388
3;0.9388
3;0.9388
3;18.7787
3;21.5955
3;1.8776
3;1.8776
3;4.6938
3;20.6517
3;6.5714
3;1.8776
3;0.9388
3;0.9388
3;4.6939
3;0.9388
3;0.9388
3;1.8775
3;1.8775
3;0.9388
3;0.9388
3;0.9388
3;2.8163
3;0.9388
3;0.9388
3;2.8163
3;2.8163
3;2.8162
3;1.8775
3;1.8776
3;0.9387
3;1.8775
3;1.8774
3;0.9387
3;7.51
3;29.0972
3;0.9387
3;0.9387
3;1.8775
3;0.9387
3;0.9387
3;0.9387
3;0.9387
3;0.9387
3;0.9387
3;15.9599
3;3.7547
3;1.8774
3;0.9387
3;7.509
3;0.9387
3;0.9387
3;7.5091
3;0.9387
3;0.9387
3;0.9386
3;1.8772
3;0.9386
3;0.9386
3;1.8772
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;2.8159
3;2.8159
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;0.9386
3;1.8771
3;0.9386
3;0.9386
3;0.9386
3;2.8157
3;1.8772
3;0.9386
3;0.9386
3;0.9386
3;4.6926
3;0.9386
3;0.9386
3;0.9386
3;8.4465
3;2.8156
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;0.9385
3;10.3241
3;0.9385
3;0.9385
3;1.8771
3;1.8771
3;1.8771
3;0.9385
3;2.8155
3;0.9385
3;0.9385
3;1.8769
3;1.8769
3;0.9385
3;2.8154
3;0.9385
3;1.877
3;0.9385
3;1.8769
3;0.9385
3;0.9385
3;0.9385
3;0.9384
3;0.9384
3;0.9384
3;2.8153
3;0.9384
3;0.9384
3;2.8153
3;0.9384
3;0.9384
3;0.9384
3;0.9384
3;0.9384
3;0.9384
3;4.6919
3;1.8768
3;3.7536
3;0.9384
3;0.9384
3;0.9384
3;13.1369
3;1.8767
3;7.5067
3;0.9384
3;4.6919
3;0.9384
3;2.8151
3;0.9384
3;2.8151
3;17.8324
3;12.1973
3;3.7533
3;0.9384
3;1.8767
3;0.9384
3;0.9384
3;0.9384
3;0.9383
3;1.8767
3;0.9383
3;8.4448
3;4.6914
3;2.815
3;0.9383
3;0.9383
3;1.8767
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;1.8766
3;33.7825
3;0.9383
3;1.8766
3;2.8147
3;3.7531
3;0.9383
3;1.8766
3;4.6909
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;0.9383
3;1.8765
3;0.9383
3;0.9383
3;0.9383
3;1.8766
3;0.9383
3;2.8149
3;0.9383
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;3.7528
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;2.8146
3;0.9382
3;0.9382
3;0.9382
3;1.8764
3;0.9382
3;0.9382
3;0.9382
3;1.8765
3;0.9382
3;0.9382
3;0.9382
3;3.7528
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;0.9382
3;1.8764
3;2.8144
3;0.9382
3;0.9382
3;1.8764
3;4.691
3;1.8764
3;2.8145
3;0.9382
3;0.9382
3;0.9382
3;1.8763
3;0.9382
3;0.9382
3;1.8764
3;0.9382
3;0.9382
3;0.9382
3;0.9381
3;0.9381
3;1.8763
3;1.8762
3;0.9381
3;0.9381
3;0.9381
3;0.9381
3;0.9381
3;0.9381
3;0.9381
3;0.9381
3;1.8763
3;0.9381
3;0.9381
3;0.9381
3;2.8143
3;1.8762
3;1.8761
3;2.8142
3;1.8761
3;2.8142
3;0.9381
3;0.9381
3;0.9381
3;1.8761
3;0.9381
3;0.9381
3;1.8761
3;0.9381
3;0.9381
3;0.9381
3;0.9381
3;6.5668
3;14.0728
3;0.9381
3;0.9381
3;1.8761
3;0.9381
3;15.0103
3;1.8761
3;1.8761
3;1.8761
3;0.9381
3;5.6283
3;0.938
3;0.938
3;0.938
3;0.938
3;0.938
3;3.7522
3;0.938
3;0.938
3;0.938
3;1.876
3;0.938
3;0.938
3;0.938
3;0.938
3;0.938
3;0.938
3;0.938
3;15.0078
3;5.6282
3;1.876
3;5.6281
3;0.938
3;2.814
3;0.938
3;1.8759
3;1.8759
3;19.6999
3;0.938
3;0.938
3;1.8759
3;2.8138
3;1.8759
3;3.7518
3;0.938
3;0.938
3;0.938
3;8.4424
3;2.8139
3;6.5651
3;0.9379
3;2.8138
3;2.8137
3;0.9379
3;3.7516
3;0.9379
3;0.9379
3;0.9379
3;0.9379
3;0.9379
3;0.9379
3;1.8758
3;0.9379
3;12.1933
3;27.2002
3;3.7516
3;0.9379
3;0.9379
3;1.8757
3;0.9379
3;0.9379
3;0.9379
3;0.9379
3;0.9379
3;1.8757
3;1.8757
3;0.9379
3;0.9378
3;0.9378
3;0.9378
3;1.8756
3;1.8756
3;0.9378
3;0.9378
3;0.9378
3;1.8756
3;0.9378
3;0.9378
3;0.9378
3;0.9378
3;1.8756
3;0.9378
3;1.8756
3;1.8756
3;3.7514
3;0.9378
3;0.9378
3;2.8132
3;6.5643
3;0.9378
3;0.9378
3;0.9378
3;1.8755
3;15.0058
3;0.9378
3;5.6266
3;6.5646
3;0.9378
3;8.4398
3;6.5645
3;0.9378
3;0.9377
3;0.9377
3;0.9377
3;1.8754
3;0.9377
3;0.9377
3;1.8754
3;0.9377
3;0.9377
3;0.9377
3;0.9377
3;0.9377
3;1.8754
3;1.8754
